epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,21797.6,1.16808,1.20507,1.15719,0.4174,0.84848,0.64987,0.42755,1.16246,1.09054,1.1619,0.00050606,0.00050606,0.00050606
24,22701.3,1.15957,1.15594,1.15488,0.64263,0.7596,0.68777,0.48667,1.10889,1.11611,1.14359,0.000478563,0.000478563,0.000478563
25,23581.1,1.16118,1.15572,1.1562,0.66071,0.76364,0.76243,0.51891,1.09442,1.0842,1.17078,0.000451066,0.000451066,0.000451066
26,24473.3,1.13104,1.10714,1.13223,0.66928,0.74522,0.7071,0.45352,1.23367,1.16902,1.25939,0.000423569,0.000423569,0.000423569
27,25384.9,1.10218,1.0864,1.12643,0.6216,0.80007,0.77966,0.53051,1.17727,1.13821,1.20908,0.000396071,0.000396071,0.000396071
28,26273.1,1.11005,1.05079,1.13652,0.83392,0.73752,0.74375,0.51682,1.13705,1.0339,1.16517,0.000368574,0.000368574,0.000368574
29,27198,1.07652,1.0075,1.10812,0.78964,0.73345,0.77613,0.53819,1.13621,1.02939,1.14074,0.000341077,0.000341077,0.000341077
30,28082.8,1.10894,1.02946,1.12811,0.83144,0.68283,0.70514,0.44168,1.17013,1.11599,1.18116,0.00031358,0.00031358,0.00031358
31,28982.3,1.03288,0.93409,1.10159,0.79225,0.77778,0.77826,0.52274,1.18879,0.98704,1.16575,0.000286083,0.000286083,0.000286083
32,29879.6,1.01102,0.88718,1.0946,0.78184,0.70184,0.72221,0.46406,1.14836,1.06784,1.14563,0.000258585,0.000258585,0.000258585
33,30766.5,0.98908,0.85597,1.07405,0.56241,0.77778,0.74044,0.48389,1.17473,1.00163,1.13718,0.000231088,0.000231088,0.000231088
34,31654.3,0.98034,0.81977,1.07192,0.86914,0.71892,0.73097,0.47659,1.16767,1.0468,1.17904,0.000203591,0.000203591,0.000203591
35,32544.3,0.96081,0.8001,1.0597,0.87463,0.74726,0.76731,0.47365,1.1686,1.00857,1.16754,0.000176094,0.000176094,0.000176094
36,33434.1,0.94585,0.77041,1.05707,0.82963,0.76364,0.76426,0.47267,1.12739,1.00723,1.14734,0.000148596,0.000148596,0.000148596
37,34331.9,0.9394,0.74732,1.0449,0.84929,0.72323,0.73473,0.47812,1.09746,0.9958,1.14465,0.000121099,0.000121099,0.000121099
38,35229.6,0.92516,0.73524,1.03961,0.84051,0.73996,0.78294,0.49482,1.15339,0.92095,1.1719,9.36017e-05,9.36017e-05,9.36017e-05
39,36122.9,0.91697,0.72667,1.03888,0.83901,0.72323,0.77412,0.46786,1.13381,0.97213,1.15772,6.61045e-05,6.61045e-05,6.61045e-05
